customer_id,frequency_repeat,prob_alive,predicted_purchases_90d,expected_avg_order_value,clv_90d,clv_365d
12346,11,1.0,2.403315228254397,2278.270062260192,5367.691246950384,20542.02132317387
12347,7,1.0,1.592409350843991,22.68426718566134,35.41204916165112,135.52103418563914
12348,4,1.0,1.0890768484234397,36.73143904145494,39.21642987180219,150.08030484298166
12349,2,1.0,0.4311319543586413,22.85012243580631,9.657624813634412,36.95949072436005
12352,8,1.0,1.9966201988660803,18.579270278904783,36.366013725233074,139.17183291922646
12353,1,0.9999999999965492,0.7002899871180454,19.91700410653243,13.673305429485069,52.32740088214478
12355,1,0.9999999999965492,0.440001627646898,29.893947777291586,12.894637568804608,49.34745828450439
12356,5,1.0,1.1949547818395896,40.6294604338268,47.59530472634147,182.14605117739274
12357,1,0.9999999999965492,0.4378173215579307,61.45776896644208,26.377966696125874,100.94782456827066
12358,4,1.0,0.5738526047245086,47.22204693866339,26.56542395444756,101.6652188483189
12359,9,1.0,1.238315053074642,24.803754698585728,30.110652394737475,115.23272019395432
12360,5,1.0,0.8240990777684888,17.72300176200104,14.318195703722969,54.795379973160486
12361,3,1.0,0.8065301155322973,19.043911892012552,15.057342782337301,57.62407751765594
12362,9,1.0,2.6373952398729656,18.836453584222028,48.701904318971216,186.38098038292983
12363,1,0.9999999999965492,0.9805999717267151,26.864705756110236,25.825310389482226,98.83282258452058
12364,3,1.0,2.34656679682594,15.924287335683161,36.63232739210294,140.19100871973538
12369,2,1.0,0.9656019079916907,18.28708594405378,17.31068312219522,66.2475551321756
12370,6,1.0,0.9421100755383145,20.494902844724542,18.928626320866133,72.43938364050521
12371,3,1.0,0.5631216267297764,21.51764656940714,11.878690365916889,45.45945352700367
12372,2,1.0,0.9798084423189791,25.848932457176062,24.828779650167412,95.01912415172889
12373,2,1.0,0.649919029401281,20.803742501508218,13.25477341810192,50.72568925106916
12374,2,1.0,0.43607228021115213,34.32983234399286,14.675798782895123,56.16391809125016
12375,1,0.9999999999965492,1.307768520218699,28.014171876342914,35.91536242575005,137.4472015689129
12376,1,0.9999999999965492,2.3246766614114933,37.53682691655624,85.54442248492481,327.3763839830188
12377,3,1.0,1.1072166693396477,22.75088823013704,24.69463194705967,94.50574421780281
12378,1,0.9999999999965492,0.36756589454593674,20.947666602178934,7.5481834399266345,28.886710885670748
12379,3,1.0,0.7129493074465659,20.082497679324586,14.036148757002262,53.71599330073139
12380,7,1.0,1.041447056134008,27.414248693348984,27.988854875172663,107.11265369141084
12381,2,1.0,1.6355188835914676,19.473144139282223,31.222180251680776,119.48650974483594
12383,4,1.0,2.077416861234836,18.07416809989184,36.8089606485826,140.86697981308882
12384,1,0.9999999999965492,1.2610209063492217,19.978549806798604,24.69777516835132,94.51777324775759
12386,1,0.9999999999965492,2.294437134228552,39.38841281845485,88.59643140581656,339.05634645610303
12388,7,1.0,1.1669889468203065,27.12861103432875,31.03601025799211,118.77404179462295
12389,2,1.0,0.8853692094184937,30.65562200226951,26.60762628850459,101.82672613445071
12391,5,1.0,0.7786398211568227,10.491763971451094,8.008601937441444,30.648721060698154
12393,5,1.0,1.3280972340936514,23.009246082744593,29.957381249835443,114.6461553224019
12394,1,0.9999999999965492,0.8780856951666047,45.8005508343753,39.42567964496197,150.88109853702264
12395,14,1.0,2.1341548225065883,19.33565248514838,40.45352209370439,154.81462610549448
12397,1,0.9999999999965492,1.2009213625925244,20.81729563554048,24.508146378285502,93.79206856956216
12399,6,1.0,1.0934067141781827,18.385007015587664,19.706845949391628,75.41761086480138
12402,5,1.0,1.358367223544779,18.362449109365087,24.45228135850209,93.57827452388905
12403,1,0.9999999999965492,0.33993870494938466,136.56036887421726,45.50895699130792,174.1616501213586
12406,4,1.0,0.6175141983283444,39.166300922631315,23.709974635030427,90.73748509685996
12407,4,1.0,1.704573206519838,21.66784006280471,36.207860574411406,138.56658473205633
12408,7,1.0,1.396802809382464,26.10671929500398,35.74859558019095,136.80898898553747
12409,6,1.0,1.1732808935096821,89.03183853059524,102.40447266488962,391.8993780176321
12410,2,1.0,1.105907072162307,21.830805849412386,23.66791429600225,90.57652122218394
12412,5,1.0,1.0478835476809019,20.467541059289168,21.025690990178756,80.46479813832514
12413,3,1.0,0.930814081183511,19.148598052736983,17.473162382247125,66.86935923211445
12414,3,1.0,1.2127105744265336,25.163840348951336,29.91614785618382,114.48835614717929
12415,23,1.0,3.914470901286793,156.2587734745871,599.6378874420845,2294.7993286715905
12417,19,1.0,2.3093489934492033,17.30334701877945,39.17340046604423,149.91563237395198
12418,3,1.0,0.6309105029492056,20.800834668620144,12.865305538869949,49.23520533316103
12419,1,0.9999999999965492,2.3557239175677274,19.96833740718133,46.11454023701339,176.4792021887033
12421,5,1.0,0.9990880781583438,15.43088896318468,15.113543774483986,57.839157321233685
12422,11,1.0,1.5996807038198282,22.731174337516705,35.647310116057604,136.4213720254261
12423,9,1.0,1.7477652252028766,15.185396783722165,26.018414227887284,99.57182618655364
12424,3,1.0,0.8232988451327241,37.20798375482095,30.03068430029706,114.92668427914688
12425,1,0.9999999999965492,0.42210149011952225,22.072785409292827,9.133676210798143,34.954352411342484
12426,1,0.9999999999965492,0.3419155700124112,18.99854783457737,6.368114595023524,24.37061667317573
12427,2,1.0,0.6712076926421199,27.08744312011232,17.823644975135792,68.21064742573225
12428,7,1.0,2.3497657429823198,22.736048629699262,52.37344513476736,200.4318760580194
12429,7,1.0,1.224852002284739,41.678818062403515,50.04614115061599,191.52534141053718
12431,24,1.0,3.182411153083488,26.43955282169713,82.48632950732336,315.6731379757413
12432,3,1.0,2.014897384899416,41.622598238633756,82.21550061194841,314.6366825076955
12433,9,1.0,1.7110667729206865,29.46590207899766,49.42632089605069,189.15330466325545
12434,2,1.0,0.7746579673207433,17.267445027474672,13.113229418645417,50.18400387438983
12435,5,1.0,0.7609654398340552,124.61904378124086,92.96531241210124,355.77594575132883
12437,37,1.0,4.363894573720872,21.407419854791787,91.58200813731646,350.48207458739347
